sid,structure,non-planarity (exp.),non-planarity (sim.),Doming,Saddling,Ruffling,WavingX,WavingY,Propellering,Doming2,Saddling2,Ruffling2,WavingX2,WavingY2,Propellering2,Doming (%),Saddling (%),Ruffling (%),WavingX (%),WavingY (%),Propellering (%),Doming2 (%),Saddling2 (%),Ruffling2 (%),WavingX2 (%),WavingY2 (%),Propellering2 (%)
7031339,Corrole,0.649755137995569,0.6493394055979552,0.43072880110275563,-0.13995741069363313,-0.2701644001351476,0.31163340369940407,-0.06973214730443336,0.007654694927166544,-0.03745040037096148,-0.03238213092829958,0.027708371263444716,0.07867195502876186,-0.02663591248448909,0.0008861443647253191,30.04513579843846,9.762614897174863,18.84509712186099,21.73773360292319,4.86410899367419,0.5339469940099751,2.612322096805867,2.2587891004564415,1.9327748115110204,5.487697981458876,1.857966325128281,0.06181227655784651
1520554,Corrole,0.33744650933715165,0.3366751135200495,0.011948234860481244,-0.2668411189839914,0.12665822633827398,0.09254008883613664,0.032133024190764345,-0.0020625269378391426,0.03182645834008786,0.037810595163283535,-0.004611339697889278,0.04493635678892218,0.09706011738271668,0.007902093564402846,1.5797643885299049,35.28103540721679,16.74641968625536,12.235408707795878,4.248544484192948,0.27270192165026413,4.2080111485753235,4.999218080792777,0.6096992838862156,5.941367660942853,12.83303506988248,1.0447941602791828
7049490,Corrole,0.22026706564643475,0.21976832037413271,0.05383635436685373,-0.18314325229381906,-0.10959987246612869,0.018154806350417156,-0.022538966973790167,-0.002322942826391464,-0.04694235380965414,-0.006080521802546691,-0.0058001913817192306,-0.03147118579205419,0.005682729981985959,-0.0099415509248899,10.8647334214935,36.96020351895829,22.118388426897567,3.6638277913848114,4.548596773425752,0.46879390068159377,9.47345276843879,1.2271122223113073,1.170538642468378,6.351210963487556,1.146833716486183,2.0063078539662884
7124122,Corrole,0.1481635974382252,0.14398499101656625,-0.019824146446396435,-0.043043955379972985,0.03130848512146178,0.12294977374425137,-0.03415373242371404,-0.01938922751282629,0.0454789653488499,0.03442757851923321,-0.01838896412111412,0.0341800362235427,0.016879214186267064,0.00940845477195909,4.616358772586179,10.023450016495742,7.290664460013427,28.630754325109088,7.953224251903834,4.51508117963764,10.590479707360593,8.01699354602233,4.282154395338856,7.959349498073687,3.930585798174386,2.190904049284236
4349426,Corrole,0.7005711879519821,0.700479531787153,0.4296718818889406,-0.47803939679538054,0.25914599113454906,-0.02080413907289163,-0.03125129018607992,-0.0004901624965942865,-0.026308727356098842,-0.07722016627991303,0.037796874062908825,0.10779242727244717,-0.03365944064845008,0.004535809816834357,28.51710570129102,31.727233227048522,17.199388493287337,1.3807601985911555,2.07413233935683,0.03253183723528116,1.746096941652416,5.125063419078316,2.5085594339844537,7.154128933951591,2.233960068781705,0.30103940574136073
7243791,Corrole,0.7827549169277864,0.782604976249657,-0.7468435434865591,-0.32794721412682437,-0.2468245039240573,-0.06452960885137082,0.012758348938777034,0.02063872246153739,0.08353212796145076,-0.0013963454412224358,-0.04841657017271553,0.040725276254235596,0.006701253009080065,0.012135797060688652,46.3173346332656,20.338451060108415,15.30742716281658,4.001962007958994,0.7912403103956671,1.2799610078858856,5.180449850791148,0.08659778829017675,3.002672383047802,2.5256779210993647,0.41559464601480534,0.7526312283255796
7120023,Corrole,0.3053500071958773,0.3028912496511083,-0.06932153231151446,0.20818094739083676,0.16697413705683825,-0.07902772625468199,-0.008369279217103134,-0.015015898717082617,0.03952977920135974,-0.00914588992638494,0.008976867372674972,-0.056289290218820294,-0.043809863674236976,-0.02342624145408409,9.52130630827337,28.59363464078333,22.933882899955822,10.854451184602876,1.1495197574025522,2.062432355604536,5.429411663654804,1.2561871693710163,1.2329719366256218,7.731329013909609,6.0172808859971365,3.2175921838192996
7240855,Corrole,0.5062001635735075,0.5061064438893983,-0.4364374260420556,0.12826184979991054,0.1338140769714743,-0.12363231013500435,0.045159243069899525,0.004219013410785695,0.04082662645914498,0.016736561590052903,-0.014355447250563523,-0.051494306223787645,0.09628126111613167,-0.007562587114272644,39.720157297495355,11.67310717488571,12.178415206339201,11.251772906253695,4.109941382523391,0.3839722863284003,3.71563007230975,1.523193977667858,1.3064888317193384,4.686495293685345,8.762554740127761,0.6882708306642229
4513497,Corrole,0.9286812938726461,0.9268555480706503,0.13323549136310917,-0.8512775767940443,0.027039683835007506,0.08903404271606444,-0.0885745763798735,0.03608983203906511,0.01913389416119514,-0.3655776366868702,-0.01737750420065383,-0.01300102227507294,-0.08100399274680535,-0.019529836978510275,7.653363076705201,48.89940591359995,1.553223662489743,5.114326881835578,5.087934044188369,2.0730856706905287,1.0990963262767888,20.999647748986618,0.9982051152730478,0.7468095987148926,4.653061739116694,1.121840222122587
4302942,Corrole,0.9188483224273799,0.9171281505129502,-0.03254474668642883,-0.7987900500370683,-0.11908202481038385,-0.11635032093252795,0.033422177637630675,0.011531929711133955,-0.07781414551102483,-0.44871295618064816,0.03380215475204194,0.023035670901463856,-0.14020634147821576,-0.01371422624833457,1.760120495851381,43.20103494732938,6.440323981493518,6.292584992146402,1.8075746738108838,0.6236824037026065,4.208429510936395,24.267783631481255,1.8281250106586007,1.2458402850700723,7.582792321657631,0.7417077458618693
7041455,Corrole,0.6999995046760413,0.6998541579341675,-0.690594383893748,0.008511748891592504,0.1491281882499774,-0.049342328427891075,0.028006959055803117,-0.004050066825124022,0.03613411024733002,0.015157623485558552,0.00529941394803874,-0.020346956756505285,-0.004395314949243292,-0.0032690965326315166,68.09009477698368,0.8392274861528397,14.703497029050702,4.86497414043418,2.761384310385788,0.39932186013583437,3.5626918619732377,1.49448655215868,0.5225029429720123,2.0061359406982797,0.4333620696149688,0.32232102943981644
4324827,Corrole,0.39531267871128756,0.3951238156965499,-0.25301441393476193,-0.16821693201315638,-0.1996565030236729,0.033683904389800894,0.01785533239667267,0.005138939289310565,-0.00843500871616028,-0.0020266998127935493,-0.020153566855709255,-0.08636935302979358,0.0720107191669271,-0.015528776408181923,28.68350975362337,19.070265346100314,22.634478260714765,3.8186464758252554,2.024207210132318,0.5825866318676405,0.956252456210916,0.22976107544181104,2.284751380311044,9.791442872827789,8.163646226584417,1.7604523103603547
7109049,Corrole,1.244024825408305,1.2439185859183826,-1.2614750862696607,0.11846577237016387,0.07424622452437059,-0.02422987383972694,0.03818349440084186,-0.01999228544473421,0.040134734044637174,0.01578681502518671,-0.03429519183171214,-0.014870112447298394,-0.0032296545057708963,0.001502748723108194,76.61964874561824,7.195390512405258,4.509577482475563,1.4716774377529551,2.319194378641409,1.2142942061007327,2.4377090427464467,0.9588617604955906,2.0830261179234015,0.9031829521810274,0.1961632032968837,0.09127416036250047
