sid,wavingy,doming,wavingx2,ruffling,wavingx,total_displacement
7031339,0.3235546027614421,0.44795231464971763,0.08957049433628056,0.1657388821884858,0.13486965604817944,28.468132027548982
7132377,0.2688237014108817,0.30882464193042547,0.0012965697741977957,0.031165430302858992,0.06250718381258329,7.046685797921329
4349426,0.8832661362708956,0.054316324461148785,0.017409777506486198,0.022594886400048742,0.01451287532283847,7.397769320466795
4103377,0.020318575387571446,0.6641621008210563,0.008466046476139199,0.030511070804803163,0.06624790887663258,2.9447302525419814
7112063,0.9069788231213574,0.09341620210824012,0.0019346857155273735,0.006993538003821467,0.002692473674509557,2.813077671771911
4321108,0.041075343665041966,0.4731977347205549,0.056161959830614054,0.03289786850276401,0.049728293478164154,14.997752360555648
7041454,0.8313664408994179,0.17277270515928642,0.07994796518224356,0.0001616319527412853,0.028890470647897362,10.972870150530456
7036483,0.8222959708686339,0.0738808799731387,0.006853507646922947,0.04291090289156976,0.03477352079264028,10.564235835133324
7124122,0.9080469380859795,0.08072508527489243,0.002513356623839871,0.010853833299248368,0.02090642791843082,9.948568622182705
7240855,0.1752784292782216,0.14137136027072703,0.06638090763647754,0.03783013915910387,0.11185584439615086,8.910968284073071
1548426,0.11796293520552535,0.1564095257850786,0.017806109448366123,0.054193761550722586,0.053793707263396155,7.361002328888064
7043621,0.8538335482356584,0.20182809771443025,0.012972492368380212,0.00896797731089936,0.016290808968024605,6.894599388229758
7120022,0.5927934087754434,0.5978042651909812,0.0028415938252474315,0.02649823173228609,0.05703140274603017,10.12566539087285
